Serial No. Of Polling Station,All India Anna Dravida Munnetra Kazhagam,Naam Tamilar Katchi,Dravida Munnetra Kazhagam,Tamilaga Vettri Kazhagam,Naam Indiar Party,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Puthiya Tamilagam,Independent,Independent.1,Independent.2,Independent.3,Independent.4,Independent.5,Independent.6,Independent.7,Total of Valid Votes,No. Of Rejected Votes,NOTA,Total,No. Of Tendered Votes,Part No,Location and Name of Building in which Polling Station Located,Polling Area,Polling Station Type,Winner_Party,Winner_Votes,Runner_Up_Votes,Margin_Of_Victory,Runner_Up_Party,All India Anna Dravida Munnetra Kazhagam_Rank,Naam Tamilar Katchi_Rank,Dravida Munnetra Kazhagam_Rank,Tamilaga Vettri Kazhagam_Rank,Naam Indiar Party_Rank,All India Puratchi Thalaivar Makkal Munnettra Kazhagam_Rank,Puthiya Tamilagam_Rank,Independent_Rank,Margin_Percentage,Total_Independent_Votes,AIADMK_share_pct,NTK_share_pct,DMK_share_pct,TVK_share_pct,NIP_share_pct,AIPTMK_share_pct,PT_share_pct,IND_share_pct,Cluster_ID
140,99,24,247,310,1,21,1,7,0,0,1,0,1,1,1,710,0,5,715,0,140,"Samy Ayya Nadar  Hr. Sec School Centre Building East  Side, Nagalapuram","1.Nagalapuram (R.V) And (P) Muthaliar  Street Block 1 ,
2.Nagalapuram (R.V) And (P) Ambedhkar Block 1 , 3.Nagalapuram (R.V) And (P) Arunthathiyar  Street Block 1 , 4.Nagalapuram (R.V) And
(P) Sivankovil Street Block 2 , 5.Nagalapuram (R.V) And (P) Asari
Street Block 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,310,247,63,Dravida Munnetra Kazhagam,3,4,2,1,7,5,7,6,8.87323943661972,7,13.94366197183099,3.380281690140845,34.78873239436619,43.66197183098591,0.1408450704225352,2.957746478873239,0.1408450704225352,0.9859154929577465,1
141,73,41,237,201,1,11,4,3,0,0,0,1,2,0,0,571,0,1,572,0,141,"Samy AyyaNadar Hr. Sec School New Building Arunachalanadar Memorial Hall, Nagalapuram","1.Nagalapuram (R.V) And (P) Thevar Streeet  Block 3 , 2.Nagalapuram (R.V) And (P) Muslim street Block 4 , 3.Nagalapuram (R.V) And (P) Nadar  Street Block 4 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,237,201,36,Tamilaga Vettri Kazhagam,3,4,1,2,8,5,6,7,6.304728546409807,3,12.784588441331,7.180385288966725,41.5061295971979,35.20140105078809,0.1751313485113835,1.926444833625219,0.7005253940455342,0.5253940455341506,3
142,102,35,168,181,1,2,38,2,0,0,1,1,0,0,0,529,0,3,532,0,142,"Samy Ayya Nadar  Hr. Sec School New Building Southern Wing, East  Side,
Nagalapuram",1.Nagalapuram (R.V) And (P) South Street Block 5 99.OVERSEAS ELECTORS,General,Tamilaga Vettri Kazhagam,181,168,13,Dravida Munnetra Kazhagam,3,5,2,1,8,6,4,6,2.457466918714556,2,19.28166351606805,6.61625708884688,31.75803402646503,34.21550094517958,0.1890359168241966,0.3780718336483932,7.183364839319471,0.3780718336483932,0
143,167,74,276,363,0,5,31,7,0,1,0,1,0,2,3,923,0,6,929,0,143,Samy Ayyanadar Hr. Sec School Building North to Memorial hall Nagalapuram,"1.Nagalapuram (R.V) And (P) Pallivasalpatti Block 6 , 2.Nagalapuram (R.V) And (P) Adidravidarcolony Block 6 , 3.Nagalapuram (R.V) And
(P) Samathuvapuram Block 6 , 4.Nagalapuram (R.V) And (P) Bajar Pallivasalpatti Block 7 , 5.Nagalapuram (R.V) And (P) Bajar  Street Pallivasalpatti Block 7 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,363,276,87,Dravida Munnetra Kazhagam,3,4,2,1,8,7,5,6,9.42578548212351,7,18.0931744312026,8.017334777898158,29.90249187432286,39.32827735644637,0.0,0.5417118093174431,3.358613217768147,0.7583965330444203,1
144,176,13,147,113,0,0,2,4,0,0,0,0,0,2,1,455,0,1,456,0,144,"Panchayat  Union Middle School New
Building West Portion , Vowalthothi","1.Vowvalthothi (R.V) And (P) Vowvalthothi Block 1 2.Vowvalthothi
(R.V) And (P) Pudhupatti Block 3 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,176,147,29,Dravida Munnetra Kazhagam,1,4,2,3,7,7,6,5,6.373626373626373,4,38.68131868131869,2.857142857142857,32.30769230769231,24.83516483516484,0.0,0.0,0.4395604395604396,0.8791208791208791,2
145,100,35,205,153,0,15,12,1,0,0,0,0,1,0,0,521,0,1,522,0,145,"Panchayat  Union Middle School Central
Building, Vowalthothi","1.Vowvalthothi (R.V) And (P) Vowvalthothi BLock 2 99.OVERSEAS
ELECTORS",General,Dravida Munnetra Kazhagam,205,153,52,Tamilaga Vettri Kazhagam,3,4,1,2,8,5,6,7,9.980806142034549,1,19.19385796545106,6.71785028790787,39.34740882917466,29.36660268714012,0.0,2.879078694817658,2.303262955854127,0.1919385796545106,3
146,151,26,154,140,0,1,80,3,1,0,0,1,0,1,0,555,0,1,556,0,146,"Panchayat  Union Middle School New
Building, Vowalthothi","1.Vowvalthothi (R.V) And (P) Raguramapuram block 3 99.OVERSEAS
ELECTORS",General,Dravida Munnetra Kazhagam,154,151,3,All India Anna Dravida Munnetra Kazhagam,2,5,1,3,8,7,4,6,0.5405405405405406,3,27.20720720720721,4.684684684684685,27.74774774774775,25.22522522522522,0.0,0.1801801801801802,14.41441441441441,0.5405405405405406,0
147,95,36,224,211,1,4,0,3,0,0,1,0,0,1,0,574,0,2,576,0,147,"Hindu Nadar  Primary  School South Wing, New Building Eastern Side, Pudur","1.Pudthur  (S.P) Sathiyavani Muthu Street , 2.Pudthur  (S.P)
Sathiyavani 1 Street , 3.Pudthur  (S.P) Dr  Ambadkar  Street ,
4.Pudthur  (S.P) Dr  Ambadkar  1 Street , 5.Pudthur  (S.P) Gandhi Bazhar  , 6.Pudthur  (S.P) Nethaji Street , 7.Pudthur  (S.P) Nethaji Street , 8.Pudthur  (S.P) Nadar  Palli Street , 9.Pudthur  (S.P) Kamaraj 1 Street , 10.Pudthur  (S.P) Kamaraj 2 Street , 11.Pudthur  (S.P) Kamaraj 3 Street , 12.Pudthur  (S.P) Vilvamarathupatti Street ,
13.Pudthur  (S.P) Sasthiri Street , 14.Pudthur  (S.P) Vivakandar Street
, 15.Pudthur  (S.P) Madasamy Street , 16.Pudthur  (S.P) Anna High
1w.aPyu9d9th.OurVE(SR.PS)EHAaSriEjaLnEaCKTaOlRanSi , 2.Pudthur  (S.P) KadalKudi salai ,",General,Dravida Munnetra Kazhagam,224,211,13,Tamilaga Vettri Kazhagam,3,4,1,2,7,5,8,6,2.264808362369338,3,16.55052264808362,6.271777003484321,39.02439024390244,36.7595818815331,0.1742160278745645,0.6968641114982579,0.0,0.5226480836236934,1
148,272,31,216,344,2,2,0,4,0,0,0,0,1,2,0,871,0,3,874,0,148,"Hindu Nadar  Primary  School, South Wing Western side, Pudur","3.Pudthur  (S.P) Adidravidar Pudhukalani , 4.Pudthur  (S.P) Madathupatti Gopalsamy Street , 5.Pudthur  (S.P) Rajakambalam Street , 6.Pudthur  (S.P) Rajakambalam 1 Street , 7.Pudthur  (S.P) Madathupatt  Gopalsamy 1 Street , 8.Pudthur  (S.P) Madathupatti Gopalsamy 2 Street , 9.Pudthur  (S.P) Madathupatti Gopalsamy 3 Street , 10.Pudthur  (S.P) NalaMoopanar  Madam , 11.Pudur (S.P) New
Colony 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,344,272,72,All India Anna Dravida Munnetra Kazhagam,2,4,3,1,6,6,8,5,8.266360505166476,4,31.22847301951779,3.559127439724455,24.79908151549943,39.49483352468427,0.2296211251435132,0.2296211251435132,0.0,0.4592422502870264,1
149,139,17,141,133,0,17,0,6,0,0,1,0,1,3,0,453,0,3,456,0,149,"Govt.  Hr. Sec.School South New Building
West  side, Senkottai","1.Sengkottai (R.V) And (P) Sengkottai Block 1 , 2.Sengkottai (R.V) And
(P) Sengkottai Block 2 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,141,139,2,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,7,4,7,6,0.4415011037527594,6,30.68432671081678,3.752759381898454,31.12582781456953,29.3598233995585,0.0,3.752759381898454,0.0,1.324503311258278,1
150,221,50,154,186,1,2,0,3,1,1,0,1,0,0,0,617,0,0,617,0,150,"T.N.D.T.A Primary  School, Pattithevanpatti","1.Pattithevanpatti (R.V) And (P) Pattithevanpatti block 1 ,
2.Pattithevanpatti (R.V) And (P) Pattithevanpatti Block 2 , 3.Pattithevanpatti (R.V) And (P) Pattithevanpatti Block 3 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,221,186,35,Tamilaga Vettri Kazhagam,1,4,3,2,7,6,8,5,5.672609400324149,3,35.81847649918963,8.103727714748784,24.95948136142626,30.14586709886548,0.1620745542949757,0.3241491085899514,0.0,0.4862236628849271,1
151,244,38,258,276,0,1,3,8,2,0,1,1,1,3,0,828,0,3,831,0,151,"Panchayat  Union Middle School East Building, Muthusamypuram","1.Muthusamypuram (R.V) And (P) Muthusamypuram Block 1 , 2.Muthusamypuram (R.V) And (P) Muthusamypuram Block 2
99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,276,258,18,Dravida Munnetra Kazhagam,3,4,2,1,8,7,6,5,2.173913043478261,8,29.46859903381642,4.589371980676328,31.15942028985507,33.33333333333333,0.0,0.1207729468599034,0.3623188405797101,0.966183574879227,1
152,100,23,99,110,0,6,1,2,0,0,0,0,0,2,0,341,0,4,345,0,152,"Panchayat  Union Primary  Schoo;. North
Muthaiyapuram","1.Muthusamypuram (R.V) And (P) North Muthaiyapuram Block 3
99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,110,100,10,All India Anna Dravida Munnetra Kazhagam,2,4,3,1,8,5,7,6,2.932551319648094,2,29.32551319648094,6.744868035190615,29.03225806451613,32.25806451612903,0.0,1.759530791788857,0.2932551319648094,0.5865102639296188,1
153,221,41,187,364,3,4,0,14,0,0,1,4,5,1,0,834,0,5,839,0,153,"Panchayat  Union Middle school Main Building, Mettilpatti","1.Mettilpatti (R.V) And (P) Mettilpatti Block 1 , 2.Mettilpatti (R.V) And
(P) Mettilpatti Block 2 , 3.Mettilpatti (R.V) And (P) Mettilpatti Block 3 , 4.Mettilpatti (R.V) And (P) Mettilpatti Block 4 , 5.Mettilpatti (R.V) And
(P) Perumalkovilpatti Block 5 , 6.Mettilpatti (R.V) And (P) Soorappanayakanpatti Block 6 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,364,221,143,All India Anna Dravida Munnetra Kazhagam,2,4,3,1,7,6,8,5,17.1462829736211,14,26.49880095923261,4.916067146282973,22.42206235011991,43.64508393285372,0.3597122302158274,0.4796163069544364,0.0,1.678657074340528,1
154,237,16,316,248,0,0,0,4,0,1,1,0,0,1,1,821,0,3,824,0,154,"P.V.Krishnammal Subba Reddiar Govt.High School, North Building West Portion, Chennamareddipatti","1.Chenamareddypetti (R.V) And (P) Madthupatti Block 1 ,
2.Chenamareddypetti (R.V) And (P) Chenamareddypetti Block 2 , 3.Chenamareddypetti (R.V) And (P) Chenamareddypetti Block 3 , 4.Chenamareddypetti (R.V) And (P) Chenamareddypetti Block 4 , 5.Chenamareddypetti (R.V) And (P) Chenamareddypetti Block 5 , 6.Chenamareddypetti (R.V) And(P) Chenamareddypetti Block 6 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,316,248,68,Tamilaga Vettri Kazhagam,3,4,1,2,6,6,6,5,8.28258221680877,4,28.86723507917174,1.94884287454324,38.48964677222899,30.20706455542022,0.0,0.0,0.0,0.4872107186358099,1
155,311,19,175,161,0,8,1,7,0,0,1,2,1,2,1,682,0,4,686,0,155,"Panchayat  Union Middle School New Building Cenre Portion, Maniaykkaranpatti","1.ManiyaKaranPatti (R.V) And(P) ManiyaKaranPatti Block 1 ,
2.ManiyaKaranPatti (R.V) And (P) Melakumarasakanapuram Block 2 3.ManiyaKaranPatti (R.V) And (P) Thavasilingapuram Block 3 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,311,175,136,Dravida Munnetra Kazhagam,1,4,2,3,8,5,7,6,19.94134897360704,7,45.60117302052786,2.785923753665689,25.65982404692082,23.60703812316716,0.0,1.173020527859238,0.1466275659824047,1.026392961876833,2
156,158,7,133,98,0,0,4,3,0,0,0,0,0,2,0,403,0,1,404,0,156,"Panchayat  Union primary  school New
Building, Kampathupatti","1.Sivalarpatti (R.V) And (P) Kambathupatti Block 5 99.OVERSEAS
ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,158,133,25,Dravida Munnetra Kazhagam,1,4,2,3,7,7,5,6,6.20347394540943,3,39.20595533498759,1.73697270471464,33.00248138957816,24.31761786600496,0.0,0.0,0.9925558312655087,0.7444168734491315,2
157,154,28,72,79,1,13,0,4,0,0,0,1,1,1,0,351,0,0,351,0,157,"Panchayat  Union Primary  school, Mela Arunachalapuram","1.Vannipatti (R.V), Melaarunachalapuram (P) Melaarunachalapuram Block 1 , 2.Vannipatti (R.V), Melaarunachalapuram (P) Vannipatti Block 2 , 3.Vannipatti (R.V), Melaarunachalapuram (P) Ramalingapuram (pavanipuram) Block 3 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,154,79,75,Tamilaga Vettri Kazhagam,1,4,3,2,7,5,8,6,21.36752136752137,4,43.87464387464387,7.977207977207977,20.51282051282051,22.50712250712251,0.2849002849002849,3.703703703703703,0.0,1.13960113960114,2
158,123,13,69,116,0,3,1,1,0,0,1,0,0,0,0,326,0,0,326,0,158,"Panchayat  Union Primary  school, Chennampatti","1.Chennampatti (R.V) And (P) Chennampatti Block 1 ,
2.Chennampatti (R.V) And (P) Madathupatti Block 2 , 3.Chennampatti (R.V) And (P) Mela Venkatdashapuram Block 3 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,123,116,7,Tamilaga Vettri Kazhagam,1,4,3,2,8,5,6,6,2.147239263803681,1,37.73006134969325,3.987730061349693,21.16564417177914,35.58282208588957,0.0,0.9202453987730062,0.3067484662576687,0.3067484662576687,1
159,102,15,192,57,0,0,0,4,0,0,0,0,0,1,0,370,0,2,372,0,159,"Panchayat  Union Middle school Old Building, KeelaArunachalapuram","1.NadukattoorKeelaarunachalapuram (P) Keelaarunachalapuram Block 3 , 2. Nadukattoor  (R.V), Keelaarunachalapuram (P)
Keelaarunachalapuram Block 4 99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,192,102,90,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,6,6,6,5,24.32432432432433,4,27.56756756756757,4.054054054054054,51.89189189189189,15.40540540540541,0.0,0.0,0.0,1.081081081081081,3
160,235,16,218,174,1,10,1,2,0,0,0,1,0,1,0,657,0,2,659,0,160,"Panchayat  Union primary  school, Nadukattoor","1.Nadukattoor  (R.V), Keelaarunachalapuram (P) Nadukattoor  Block 1
, 2.Nadukattoor  (R.V), Keelaarunachalapuram (P) Muthupatti block 2 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,235,218,17,Dravida Munnetra Kazhagam,1,4,2,3,7,5,7,6,2.58751902587519,2,35.76864535768645,2.43531202435312,33.18112633181126,26.48401826484018,0.15220700152207,1.5220700152207,0.15220700152207,0.30441400304414,1
161,331,24,201,298,1,11,6,8,0,0,1,0,1,2,3,880,0,4,884,0,161,T.D.T.A Primary School Mathalapuram,"1.Mathlapuram (R.V), And (P) Mathlapuram Block 1 , 2.Mathlapuram
(R.V) And (P) Mathlapuram Block 2 , 3.Mathlapuram (R.V) And (P) Duraisamypuram Block 3 , 4.Kumaralingapuram (R.V), Mathalapuram (P) Kumaralingapuram block 5 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,331,298,33,Tamilaga Vettri Kazhagam,1,4,3,2,8,5,7,6,3.75,8,37.61363636363637,2.727272727272727,22.84090909090909,33.86363636363636,0.1136363636363636,1.25,0.6818181818181818,0.9090909090909091,1
162,294,25,188,239,2,10,0,3,0,0,0,1,0,2,0,761,0,3,764,0,162,"Panchayat  Union Middle School, L.Venkateswarapuram","1.Mathalapuram (R.V) And (P) L  .Venkateshpuram block 3 ,
2.Mathalapuram (R.V) And (P) L  .Venkateshwarapuram Block 5 , 3.Mathalapuram (R.V) And (P) Lakshmipuram Block 6 99.OVERSEAS
ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,294,239,55,Tamilaga Vettri Kazhagam,1,4,3,2,7,5,8,6,7.227332457293036,3,38.63337713534823,3.28515111695138,24.70433639947437,31.40604467805519,0.2628120893561104,1.314060446780552,0.0,0.3942181340341656,2
163,279,54,185,297,0,8,0,6,0,0,0,0,3,1,1,829,0,5,834,0,163,"Panchayat  Union Middle school Eastern Portion New Building, Sivalarpatti","1.Sivalarpatti (R.V) And (P) Sivalarpatti Block 1 , 2.Sivalarpatti (R.V) And (P) Sivalarpatti Block 2 , 3.Sivalarpatti (R.V) And (P) Sivalarpatti
Block 3 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,297,279,18,All India Anna Dravida Munnetra Kazhagam,2,4,3,1,7,5,7,6,2.171290711700844,6,33.65500603136309,6.513872135102533,22.31604342581423,35.82629674306393,0.0,0.9650180940892641,0.0,0.7237635705669482,1
164,220,41,145,248,0,0,0,7,0,1,0,0,1,1,1,661,0,0,661,0,164,"Panchayat  Union Middle school East
Building East  Portion, Sivalarpatti","1.Sivalarpatti (R.V) And(P) Melapatti Block 4 , 2.Sivalarpatti (R.V) And
(P) Subbulapuram Block 6 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,248,220,28,All India Anna Dravida Munnetra Kazhagam,2,4,3,1,6,6,6,5,4.236006051437216,7,33.28290468986384,6.202723146747353,21.93645990922844,37.51891074130106,0.0,0.0,0.0,1.059001512859304,1
165,310,22,152,328,0,0,0,5,0,0,0,2,1,0,2,817,0,5,822,0,165,"Govt  Hr. Sec School Westside East Facing Building, Pudur","1.Pudthur  (S.P) Periyar  street , 2.Pudthur  (S.P) Rajakambalam 1
Street , 3.Pudthur  (S.P) Rajakambalam 2th santhu , 4.Pudthur  (S.P) Rajakambalam 2 Street , 5.Pudthur  (S.P) Pasumponu MUthuramalinganar  street , 6.Pudthur  (S.P) Kannappar  1 Street ,
7.Pudthur  (S.P) Kannappar  2 Street , 8.Pudthur  (S.P) Kannappar  3
Street , 9.Pudthur  (S.P) Kannappar  4 Street 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,328,310,18,All India Anna Dravida Munnetra Kazhagam,2,4,3,1,6,6,6,5,2.203182374541004,5,37.9436964504284,2.692778457772338,18.6046511627907,40.1468788249694,0.0,0.0,0.0,0.6119951040391677,1
166,197,47,248,423,2,6,0,3,0,0,0,0,2,0,1,926,0,7,933,0,166,"Govt  Hr.Sec School Auditorium Building, Pudur","1.Pudthur  (S.P) Veerakaliaman Kovil Street , 2.Pudthur  (S.P) Odai
Street , 3.Pudthur  (S.P) Ananthanatha Gurukkal Street , 4.Pudthur (S.P) Kannappar  Street , 5.Pudthur  (S.P) Jeva Street , 6.Pudthur  (S.P) Keenar  Durai Street , 7.Pudur (S.P) SharmanKrishnasamy Street 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,423,248,175,Dravida Munnetra Kazhagam,3,4,2,1,7,5,8,6,18.89848812095033,3,21.27429805615551,5.075593952483802,26.78185745140389,45.68034557235421,0.2159827213822894,0.6479481641468683,0.0,0.3239740820734341,1
167,150,25,107,294,0,0,2,3,0,0,0,0,2,1,0,581,0,0,581,0,167,"Govt  Hr  Sec School South Building West Side, Pudur","1.Pudthur  (S.P) Veerapandian Kattabomman Street , 2.Pudthur  (S.P) Veerapandian Kattabomman 1 Street , 3.Pudthur  (S.P) Kaval Nelaia Street , 4.Pudthur  (S.P) Vishvakarama 1 Street , 5.Pudthur  (S.P) Vishwakarama 1 Street , 6.Pudthur  (S.P) Vishwakarama Street ,
7.Pudthur  (S.P) Kakkan Street , 8.Pudthur  (S.P) Kakkan 1 Street ,",General,Tamilaga Vettri Kazhagam,294,150,144,All India Anna Dravida Munnetra Kazhagam,2,4,3,1,7,7,6,5,24.78485370051635,3,25.81755593803787,4.302925989672977,18.41652323580034,50.60240963855421,0.0,0.0,0.3442340791738382,0.5163511187607573,1
168,169,33,159,280,0,4,1,6,0,1,1,0,1,2,0,652,0,2,654,0,168,Govt.  Hr. Sec.School North New Building Pudur,"1.Pudthur  (S.P) V.O.Chidambaranar  Street , 2.Pudthur  (S.P)
Bharathiyar  Street ,3.Pudthur (S.P) Nedungchalian Street , 4.Pudthur (S.P) Nedungchalian Street 1 street, 5.Pudthur (S.P) Jawaharlal  Street , 6.Pudthur  (S.P) Jawaharlal 1 Street , 7.Pudthur  (S.P) Annamalai Street , 8.Pudthur  (S.P) Sanmarka sanka Street ,
9.Pudthur  (S.P) Indhira Gandhi Street , 10.Pudthur  (S.P) Aranmanai Street , 11.Pudthur  (S.P) Pathirakaliamman Street 99.OVERSEAS
ELECTORS",General,Tamilaga Vettri Kazhagam,280,169,111,All India Anna Dravida Munnetra Kazhagam,2,4,3,1,8,6,7,5,17.02453987730061,6,25.92024539877301,5.061349693251533,24.38650306748466,42.94478527607362,0.0,0.6134969325153374,0.1533742331288344,0.9202453987730062,1
169,180,25,199,230,2,1,0,4,1,0,0,1,0,1,0,641,0,3,644,0,169,"Govt  Hr. Sec School Centre Side East Building, Pudur","1.Pudthur  (S.P) Perumal Koil Street , 2.Pudthur  (S.P) Aruanthathiyar
Street , 3.Pudthur  (S.P) Muthusamy Street , 4.Pudthur  (S.P) S.R. Naidu Street , 5.Pudthur  (S.P) S.R. Naidu 1 Street , 6.Pudthur  (S.P)
S.R. Naidu 2 Street , 7.Pudthur  (S.P) S.R. Naidu 3 Street , 8.Pudthur (S.P) S.R. Naidu 4 Street , 9.Pudthur  (S.P) Rajaihi 1 Street , 10.Pudthur  (S.P) Rajaji Street , 11.Pudthur  (S.P) Mahalakshmi Kalani
Street 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,230,199,31,Dravida Munnetra Kazhagam,3,4,2,1,6,7,8,5,4.83619344773791,4,28.0811232449298,3.90015600624025,31.04524180967239,35.8814352574103,0.31201248049922,0.15600624024961,0.0,0.62402496099844,1
170,141,21,119,177,0,1,0,2,0,0,0,1,0,1,0,461,0,2,463,0,170,"Govt  Hr. Sec School South facing Building , Pudur.","1.Pudthur  (S.P) A.L.R. Street , 2.Pudthur  (S.P) SathiyaMoorthy Street
, 3.Pudthur (S.P) Soundammam kalani Street , 4.Pudthur  (S.P) Soundamman 1 Kovil Sandu , 5.Pudthur  (S.P) Soundamman 2 Kovil Sandu , 6.Pudthur  (S.P) Soundamman Kovil 3 sandu , 7.Pudthur (S.P) Soundaman Kovil 4 sandu , 8.Pudthur  (S.P) Karunandi Street ,
9.Pudur (S.P) Kannappanainar  Street 99.OVERSEAS ELECTORS",General,Tamilaga Vettri Kazhagam,177,141,36,All India Anna Dravida Munnetra Kazhagam,2,4,3,1,7,6,7,5,7.809110629067245,2,30.58568329718004,4.55531453362256,25.81344902386117,38.39479392624729,0.0,0.2169197396963124,0.0,0.4338394793926247,1
171,328,13,324,202,0,1,2,5,0,0,0,0,1,3,1,875,0,2,877,0,171,"Hindu Nadar  Primary  School North Building, Chinavanayakkanpatti","1.Sankaralingapuram (R.V), Chinavanayakkarpatti (P)
Chinavanayakkarpatti Block 2 , 2.Sankaralingapuram (R.V), Chinavanayakkarpatti (P) Chinavanayakkarpatti Block 3 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,328,324,4,Dravida Munnetra Kazhagam,1,4,2,3,8,7,6,5,0.4571428571428572,5,37.48571428571428,1.485714285714286,37.02857142857142,23.08571428571429,0.0,0.1142857142857143,0.2285714285714286,0.5714285714285714,2
172,350,24,263,215,0,2,12,4,0,0,0,0,1,3,0,870,0,0,870,0,172,Hindu Nadar  Primary  School North New Building Chinavanayakkanpatti,"1.Sankaralingapuram (R.V), Chinavanayakkarpatti (P)
Chinavanayakkarpatti Block 1 , 2.Sankaralingapuram (R.V), Chinavanayakkarpatti (P) ChokaMoopanpatti Block 4 , 3.Sankaralingapuram (R.V), Chinavanayakkarpatti (P) Sedupuaram Block 5 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,350,263,87,Dravida Munnetra Kazhagam,1,4,2,3,8,7,5,6,10.0,4,40.22988505747126,2.758620689655173,30.22988505747126,24.71264367816092,0.0,0.2298850574712644,1.379310344827586,0.4597701149425287,2
173,255,32,212,246,0,9,0,2,0,0,1,0,0,0,1,756,0,11,767,0,173,"Panchayat  Union Primary  School New Building, Sankaralingapuram","1.Sankaralingapuram (R.V) And (P) Sankaralingapuram Block 1 ,
2.Sankaralingapuram (R.V) And (P) Sankaralingapuram Block 2 ,
3.Sankaralingapuram (R.V) And (P) Sankaralingapuram Block 3 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,255,246,9,Tamilaga Vettri Kazhagam,1,4,3,2,7,5,7,6,1.19047619047619,2,33.73015873015873,4.232804232804233,28.04232804232804,32.53968253968254,0.0,1.19047619047619,0.0,0.2645502645502645,1
174,141,10,96,76,0,0,0,0,0,0,0,0,0,0,0,323,0,0,323,0,174,"Panchayat  Union primary  School,
Sallichettipatti","1.Sankaralingapuram (R.V) And (P) Sallichettypatti Block 4
99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,141,96,45,Dravida Munnetra Kazhagam,1,4,2,3,5,5,5,5,13.93188854489164,0,43.6532507739938,3.095975232198143,29.72136222910217,23.52941176470588,0.0,0.0,0.0,0.0,2
175,350,31,201,95,0,1,0,9,0,2,1,1,1,4,0,687,0,1,688,0,175,"Hindu Primary  School, Keelakalurani","1.MelaKalluooran (R.V) And (P) MelaKalluoorani Block 1 ,
2.MelaKalluoorani (R.V) And (P) MelaKalluoorani Block 2 , 3.MelaKalluoorani (R.V) And (P) Srirengapuram Block 2 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,350,201,149,Dravida Munnetra Kazhagam,1,4,2,3,7,6,7,5,21.68850072780204,9,50.94614264919942,4.512372634643377,29.25764192139738,13.82823871906841,0.0,0.1455604075691412,0.0,1.310043668122271,2
176,271,30,173,112,0,2,0,3,0,1,0,1,0,0,0,591,0,1,592,0,176,"Panchayat  Union Primary  School New Building North Side, Boothalapuram","1.Boothalapuram (R.V) And (P) Boothalapuram Block 1 ,
2.Boothalapuram (R.V) And (P) Boothalapuram Block 2 , 3.Boothalapuram (R.V) And (P) Venkateshwarapuram Block 5 99.OVERSEAS ELECTORS",General,All India Anna Dravida Munnetra Kazhagam,271,173,98,Dravida Munnetra Kazhagam,1,4,2,3,7,6,7,5,16.58206429780034,3,45.85448392554991,5.076142131979696,29.27241962774958,18.95093062605753,0.0,0.338409475465313,0.0,0.5076142131979695,2
177,210,31,248,132,0,7,0,4,1,0,0,0,0,3,0,632,0,3,635,0,177,"Panchayat  Union Primary  School New Building South Side, Boothalapuram","1.Poothalapuram (R.V) And (P) Chinnaiyapuram Block 2 , 2.Poothalapuram (R.V) And (P) Noothalakkarai Block 4
99.OVERSEAS ELECTORS",General,Dravida Munnetra Kazhagam,248,210,38,All India Anna Dravida Munnetra Kazhagam,2,4,1,3,7,5,7,6,6.012658227848101,4,33.22784810126582,4.90506329113924,39.24050632911392,20.88607594936709,0.0,1.107594936708861,0.0,0.6329113924050633,3
