serial no. of polling station,location_clean,building_clean,polling areas,Winner_Party,Margin_Percentage
220,Pettai.,"Tirunelveli  Corporation Integrated Children's Centre  Centre Number  0326   Sivankovil  Ward,  Kadar  Avulia Street",1.Ward 19 Puthu Gramam Sundravinayagarkovil  South Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,14.82889733840304
221,Pettai.,"Corporation Primary School,  New Building,  Sivan Kovil Ward,  Center  Portion,  Kadar  Avulia Street","1.Ward 21 Ashokar  South Street
2.Ward 19 Pathirakaliamman Kovil  Street
3.Ward 19 Narayanasamy Kovil  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,14.07407407407407
222,Pettai.,"Corporation Primary School,  New Building,  South Side, Cheranmadevi  Road,  Kadhar  Avulia Street","1.Ward 19 Pandiyapuram North Street
2.Ward 19 Pandiyapuram South Street
3.Ward 19 Bunglow Street 999.OVERSEAS ELECTORS",dravida munnetra kazhagam,1.587301587301587
223,Pettai.,"Meikandan Primary School,  70,  Vinaitheertha Vinayagar Kovil  Street","1.Ward 19 Handicraft  Street
2.Ward 19 Kakkanji  Nagar
3.Ward 21 Pasumpon West  Street
4.Ward 21 Pasumpon East  Street
5.Ward 21 Ashokar  North Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,16.07629427792915
224,Noble  Kids Nursery & Primary School  South Side  Middle Portion Room Pettai,Noble  Kids Nursery & Primary School  South Side  Middle Portion Room Pettai,"1.Ward 19 Bungalow Street
2.Ward 19 Karunkadu Road
3.Ward 21 Pound Street
4.Ward 21 Kattapomman Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,8.203125
225,Pettai.,"Nellai  Corporation Girls Hr.Sec.School,  Northern Block South Portion,  Thirupurasundariamman Sannathi  Street","1.Ward 21 Thirupurasundariamman Kovil  West  Street
2.Ward 21 Uchinimahaliamman Kovil  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,14.46945337620579
226,Pettai.,"Nellai  Corporation Girls Hr.Sec.School,  Northern Block
North Portion,  Thirupurasundariamman Sannathi  Street","1.Ward 21 Sargaraivinayagar  Kovil  Street
2.Ward 21 ThirupuraSundariamman Sannathi  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,12.35955056179775
227,Pettai.,"Nellai  Corporation Girls Hr.Sec.School,  Southern Block Thiripurasundari  Amman Kovil  Sannathi  Street","1.Ward 21 Vinaitheertha Vinayagar  Kovil  Street  Door  No.  1 to 112A   Sl.No 1-615   South Portion
999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,16.47940074906367
228,Pettai.,"Nellai  Corporation Girls Hr.Sec.School,  Middle  Block Thiripurasundari  Amman Kovil  Sannathi  Street","1.Ward 21 Vinaitheertha Vinayagar  Kovil  Street  Door  No.  138 to 244 Sl.No 616-1455   North Portion
999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,8.641975308641975
238,Pettai.,"Ideal  Matriculation    School,  UKG Class Room Sundaravinayagar  Kovil  Padayachi  Street","1.Ward 22 Dr.Ambedkar  Street
2.Ward 22 Kamarajar  Street
3.Ward 22 Madasamy Kovil  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,18.90459363957597
240,Pettai.,"Kaboor  Middle  School,  Southern Portion, Santhanamariamman Kovil  Street","1.Ward 22 Sundaravinayagar  Kovil  West  Street
2.Ward 22 Sundaravinayagar  South Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,22.86374133949192
241,Pettai.,"Kaboor  Middle  School,  North Gate  South Building , Santhanamariamman Kovil  Street",1.Ward 22 Sundaravinayagar  Sekkadi  Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,15.61181434599156
242,Pettai.,"Ideal  Matriculation    School,  LKG Class Room Sundaravinayagar  Kovil  Padayachi  Street","1.Ward 21 Vembadiamman Kovil  Street
2.Ward 21 East  Bazar
3.Ward 21 Durkaiamman Kovil  East  Street
4.Ward 21 Durkaiamman Kovil  New Street
5.Ward 21 Durkaiamman West  Street
6.Ward 22   Mahathum Gnaniyar  Pallivasal  East  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,5.775577557755775
243,Pettai.,"Vanigavaisiya Primary School,  East  Block,  Arasadi Vinayagar  Kovil  Street","1.Ward 21 Santhanamariamman   Kovil  Street
2.Ward 21 Sundaravinayagar  Kovil  Padayachi  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,16.9921875
244,Punitha Anthoniyar  Primary School   West  Building   South Portion   Pettai,Punitha Anthoniyar  Primary School   West  Building   South Portion   Pettai,1.Ward 21 Annathavinayagar  Kovil  Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,15.86826347305389
245,Pettai.,"Vanigavaisiya Primary School,  Northern Portion Building, Arasadi  Vinayagar  Kovil  Street","1.Ward 21 Illathar  South Street  (Selvavinayagar  Kovil  Street)
2.Ward 22 Udaiyavar  Street
3.Ward 22 Thanthai  Periyar  Street
4.Ward 21 Illathar  North Street  (Selvavinayagar  Kovil  North Street) 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,5.081669691470054
246,Punitha Anthoniyar  Primary School   West  Building   Middle Portion    Pettai,Punitha Anthoniyar  Primary School   West  Building   Middle Portion    Pettai,1.Ward 22 Arasadivinayagar  Kovil  Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,21.18380062305296
247,Pettai.,"Vanigavaisiya Primary School,  West  Portion,  Main Building, Arasadi  Vinayagar  Kovil  Street","1.Ward 22 Cheranmahadevi  Road
2.Ward 21 Sundaravinayagar  Padayachi  Street
3.Ward 22 Kattalai  Street
4.Ward 22 Andalpuram
5.Ward 22 Raja Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,11.49897330595483
248,Punitha Anthoniyar  Primary School   West  Building North Portion   Pettai,Punitha Anthoniyar  Primary School   West  Building North Portion   Pettai,1.Ward 22 Nellaiyapuram East  Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,23.11320754716981
249,Palaiyapettai.,"Ooliyar  Sthanam Teacher  Training School,  Centenary Block, East  Portion,  Tenkasi  Road","1.Ward 17 Sheik Mathar  Nagar
2.Ward 17 District  Kalnadaipannai
3.Ward 17 Rasaiya David Avenue  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,8.946322067594433
250,Palaiyapettai.,"Ooliyar  Sthanam Middle  School   South building East  side 1st  calss Room Ooliyar  Sthanam Teacher  Training School
,(Campus)  Tenkasi  Road",1.Ward 17 Gandhi  Nagar  1st  Street 999.OVERSEAS ELECTORS,dravida munnetra kazhagam,2.439024390243902
251,Palaiyapettai.,"Ooliyar  Sthanam Teacher  Training School,  Centenary Block, West  Portion,  Tenkasi  Road","1.Ward 17 C.S.S.Nagar
2.Ward 17 I.O.B.  Colony 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,8.188585607940446
252,Palaiyapettai.,"Ooliyar  Sthanam Middle  School   South building East  side 2snd calss Room Ooliyar  Sthanam Teacher  Training School
,(Campus)  Tenkasi  Road",1.Ward 17 Shamugarengaiyan Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,15.23341523341523
253,Kandiaperi.,"Panchayat  Union Primary School,  Gandhi  Nagar","1.Ward 17 Gandhi  Nagar  Main Road Palaiyapettai
2.Ward 17 Gandhi  Nagar  South Parvathi  Nagar
3.Ward 17 Nedungulam Pillayankattalai  Gandhi  Nagar  B Colony
4.Ward 17 Nedungulam Sheikmathar  Nagar 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,16.99029126213592
254,Nivedhita Matric Hr  Sec School  South Side  Middle  Portion,Nivedhita Matric Hr  Sec School  South Side  Middle  Portion,"1.Ward 17 Sarojini  Street
Ward 17 Nedungulam Pillaiyankattalai  2.Sheikmathar  Nagar  Ward 17 Nellaiyapuram Nedungulam Pillaiyankattalai
999.  OVERSEAS ELECTORS",tamilaga vettri kazhagam,10.58655221745351
255,Palaiyapettai.,"Corporation Primary School,  20,  Tenkasi  Road,  4th Portion",1.Ward 17 Narayanasamy Kovil  North Street 999.  OVERSEAS ELECTORS,tamilaga vettri kazhagam,15.71428571428571
256,Palaiyapettai.,"Corporation Primary School,  20,  Tenkasi  Road,  3rd Portion","1.Ward 16 Anavaratha Sundaravinayagar  Kovil  North Street
2.Ward 17 Narayanasamy Kovil  West  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,28.21270310192024
257,Palaiyapettai.,"Corporation Primary School
20,  Tenkasi  Road,   2nd Building","1.Ward 17 Vaniyar  South Street  ,  Kannivinayagar  Kovil  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,11.57232704402516
258,Palaiyapettai.,"Corporation Primary School
20,  Tenkasi  Road,   1st  Building","1.Ward 17 Puliyankudi  Narayanasamy Kovil  Street
2.Ward 17 Anavaratha Vinayagar  Chinna Street
3.Ward 16Anavaratha Sundaravinayagar  Kovil  South Street
4.Ward 17 Annai  Indira Street,  Kollar  Street
5.Ward 17 Vaniyar  North Street
6.Ward 17 Narayanasamy Kovil  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,25.0
259,Palaiyapettai.,"Corporation Primary School,  20,  Tenkasi  Road,  South Portion North","1.Ward 17 Sekkadi  Narayanasamy Kovil  Street
2.Ward 17 Azhagapapuram Street 999.  OVERSEAS ELECTORS",tamilaga vettri kazhagam,23.1404958677686
260,Palaiyapettai.,"Corporation Primary School,  20,  Tenkasi  Road,  South Portion South",1.Ward 17 Azhagapapuram South Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,17.28395061728395
261,Nivedhita Matric Hr  Sec School   West  Building South Side Near  Office  Room Palaiyapettai.,Nivedhita Matric Hr  Sec School   West  Building South Side Near  Office  Room Palaiyapettai.,1.Ward 17 Tenkasi  Road. 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,13.46938775510204
265,Palaiyapettai.,"Corporation Union Primary School,(ICDS Centre)   20, Tenkasi  Raod,  Lalugapuram West  Street","1.Ward 16 Lalugapuram East  Street
2.Ward 16 Lalugapuram West  Street 999.OVERSEAS ELECTORS",dravida munnetra kazhagam,4.457364341085271
266,Palaiyapettai.,"Corporation Union Primary School  (West  Portion),  20, Tenkasi  Road,  Lalugapuram West  Street","1.Ward 16 Kirshnaperi  Muslim Street Kirshnaperi  Extention
2.Ward 16 Karaiyadipacheri 999.OVERSEAS ELECTOR",dravida munnetra kazhagam,15.5448717948718
267,Palaiyapettai,"Corporation Union Primary School  20,Tenkasi  Road ,Center Portion ,2 Lalugapuram","1.Ward 16 Samugarengapuram
2.Ward 17 Sundaravinayagar  Kovil  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,13.25301204819277
270,Tirunelveli  Town.,"Hindu Middle  School,  North Building,  Matha Middle  Street, Ward 10",1.Ward 23 Jeyaprakash Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,19.72789115646258
271,North Building West  Side  Tirunelveli Town.,Hindu Middle  School,1.Ward 23   Matha Poonkodi  Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,14.1025641025641
272,Tirunelveli  Town.,"Chirishduva Mission Primary School,  North Portion,  Matha Sannathi  Street","1.Ward 24 Matha Sannathi  Street
2.Ward 24 Matha Middle  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,4.922644163150492
274,Tirunelveli  Town,"Chirishduva Mission Primary School,North Building Middle Portion   Matha Sannathi  Street",1.Ward 24 Matha West  Street 999.OVERSEAS ELECTORS,dravida munnetra kazhagam,6.361323155216285
275,Tirunelveli  Town.,"Schafter  Middle  School,  West  Portion of  South Building, Azad Road","1.Ward 25 Azad Road
2.Ward 25 Thondar  West  Street
3.Ward 25 Thondar  Sannathi  Street
4.Ward 24 Kolakkadai  Bazar  (Jawaharlal  Street) 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,22.78978388998035
276,Tirunelveli  Town.,"Schafter  Middle  School,  West  Portion of  North Building, Azad Road","1.Ward 25 Parvathasingaraja South Street
2.Ward 25 Thandiyalsavadi  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,13.25051759834369
277,Tirunelveli  Town.,"Schafter  Middle  School,  West  Branch East  Portion South Part,  Azad Road","1.Ward 24 Pukalenthi  Street
2.Ward 24 Thaiyalkara Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,13.53135313531353
278,Tirunelveli  Town.,"Sengunthar  Primary School,  Periya Street","1.Ward 24 Sengunthar  Middle  Street
2.Ward 24 Savanainar  Kovil  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,8.744038155802862
279,Usainiya Primary School West Building East Face South Room Tirunelveli Town,Usainiya Primary School West Building East Face South Room Tirunelveli Town,"1.Ward 24 Jawaharlal  Street
2.Ward 24 Vembadi  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,6.456241032998565
280,Usainiya Primary School West Building East Face North Room Tirunelveli Town,Usainiya Primary School West Building East Face North Room Tirunelveli Town,"1.Ward 23 Pagavathsingh Street
2.Ward 24 Matha Thenmela Street 999.OVERSEAS ELECTORS",dravida munnetra kazhagam,3.932584269662921
282,Tirunelveli  Town.,"T.D.T.A Middle  School,  North Building,  Sengunthar  Periya Street",1.Ward 24 Periya Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,12.46684350132626
283,Tirunelveli  Town.,"T.D.T.A Middle  School,  South Building,  Sengunthar  Periya Street","1.Ward 24 Sambanthar  Street
2.Ward 24 Periya Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,15.93172119487909
284,Tirunelveli  Town.,"Nutrition Centre,  Corportion Ward Office, Venuvanakumarar  Street","1.Ward 24 Cheranmahadevi  Road
2.Ward 23 Venuvanakumarar  Kovil  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,16.54804270462633
285,Tirunelveli  Town.,"Hindu Primary School,  Western Side,  Thadiveeran Kovil Street","1.Ward 23 Ennayirampillaiyar  Kovil  West  Street
2.Ward 23 Ennayirampillaiyar  Kovil  East  Street
3.Ward 22 Sankaranarayanan Street  (Thadiveeran Kovil  East  Street)
4.Ward 44 Cheranmahadevi  Road. 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,13.35227272727273
286,Tirunelveli  Town.,"Hindu Primary School,  Eastern Building,East  Side Thadiveeran Kovil  Street","1.Ward 22 Thadiveeran Kovil  West  Street
2.Ward 22 Samiya Thaikka Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,15.65934065934066
287,Tirunelveli  Town.,"Hindu Primary School,  Eastern Building,West  Side Thadiveeran Kovil  Street",1.Ward 22 Thadiveeran Kovil  West  Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,13.31444759206799
288,East  Buiding South Portion Pettai,Little  Flower  Model  School,"1.Ward 22 Abirami Nagar  (Cheranmahadevi  Road)
2.Ward 22 Vethathiri  Nagar (Kodeeswaran Nagar.) 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,1.431127012522361
290,Corporation Primary School  Campus Integrated Child Development  Center  Center  No;  33628190415 Tirunelveli Town.,Corporation Primary School  Campus Integrated Child Development  Center  Center  No;  33628190415 Tirunelveli Town.,"1.Ward 23 Ottakoothar  Street
2.Ward 23 Kumaran Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,15.24163568773234
291,Tirunelveli  Town.,"Corporation Primary School,  East  Portion of  West  Part, Pattapathu",1.Ward 23 Veeravanchinathan Street 999.OVERSEAS ELECTORS,dravida munnetra kazhagam,0.6756756756756757
292,Corporation Primary School  Campus Integrated Child Development  Center  Center  No;  33628190429 Tirunelveli Town.,Corporation Primary School  Campus Integrated Child Development  Center  Center  No;  33628190429 Tirunelveli Town.,1.Ward 23 Nabikalnayagam Street                                        999.OVERSEAS ELECTORS,dravida munnetra kazhagam,14.77477477477477
293,Tirunelveli  Town.,"Corporation Primary School,  Western Portion,  Pattapathu Agraharam","1.Pettai  Ward 23 Thottipala Street
2.Pettai  Ward 26 Kunnathur  Road
3.Pettai  Ward 26 Savoukathali  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,1.314060446780552
295,Tirunelveli  Town.,"Sri  Manthiramoorthi   Pimary School,  East  Building North Side  West  Face  ,  Railway Feeder  Road",1.Ward 26 Akilanda Puram 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,10.90909090909091
297,Tirunelveli  Town.,"SriManthiramoorthi  Primary School,  Southern Portion, Railway Feeder  Road","1.Ward 27   TamilNadu Kudisai  Mattru Variyam    Block 1
2.Ward 27   TamilNadu Kudisai  Mattru Variyam    Block 2. 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,12.12534059945504
298,Tirunelveli  Town.,"Sri  Manthiramoorthi  Hr.Sec.School,  Northern Portion, Railway Feeder  Road",1.Ward 26 Mettu Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,13.78340365682138
299,Tirunelveli  Town.,"Sri  Manthiramoorthi  Hr.sec.School,  Southern Portion,
Library Building,  Railway Feeder  Road","1.Ward 26 Mettu Street
999.OVERSEAS ELECTORS",dravida munnetra kazhagam,2.347417840375587
300,Tirunelveli.,"Jawahar  Government  Hr.Sec School,  North   Building,  East Mount  Road",1.Ward 26 Shenbagam Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,6.197654941373535
301,Tirunelveli  Town.,"Jawahar  Government  Hr.Sec School,  West  Building,  South Mount  Road",1.Ward 26 Shenbagam Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,15.10416666666667
302,Tirunelveli  Town.,"Corporation Girls Hr.Sec.School,  North Portion,  South Mount  Road","1.Ward 27 Perumal  South Car  Street
2.Ward 27 Perumal  West  Car  Street
3.Ward 27 Perumal  Sannathi  Street
4.Ward 27 Perumal  North Mada Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,7.004830917874397
303,Tirunelveli  Town.,"Corporation Girls Hr.Sec.School,North Building West  Side South Face  ,  South Mount  Road","1.Ward 27 Perumal  Santhimadan Kovil  Street
2.Ward 27 Perumal  South Mada Street
3.Ward 26 South Mount  Road 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,4.285714285714286
304,Tirunelveli  Town.,"Corporation Primary School,  Main Building,  South Portion, Perumal  Car  Street","1.Ward 25 Mela MadaVeethi
2.Ward 27 Gulapirai  Street
3.Ward 27 Vagaiyadiamman Street
4.Ward 25 South Street
5.Ward 25 Tamil  Sangam Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,5.164319248826291
305,Tirunelveli  Town.,"Corporation Primary School,  West  Building North Portion Perumal  Car  Street","1.Ward 25 Peraringar  Anna Street  1
2.Ward 25 Peraringar  Anna Street  2
3.Ward 25 Peraringar  Anna Street  3
4.Ward 25 South MadaVeethi  Kavalar  Kudieruppu
5.Ward 27 Perumal  East  Car  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,6.301369863013699
306,Integrated Child Development  Center  Center  No; 33628090429,Integrated Child Development  Center  Center  No; 33628090429,"1.Ward 23 Vellathanki  Pillaiyar  Kovil  Street
2.Ward 23 Narayanamoorthi  Lane
3.Ward 23 Aladivinayagar  Kovil  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,6.464924346629987
307,Pillaiyankattalai  Office  West  Portion Sudalai  Madan Kovil Street  Tirunelveli  Town,Pillaiyankattalai  Office  West  Portion Sudalai  Madan Kovil Street  Tirunelveli  Town,"1.Ward 25 Vasikkameendavinayagar  Kovil  Street
2.Ward 25 Sudalaimadan Kovil  Street
3.Wad 25 Chitirai  Lane  Street 999.  OVERSEAS ELECTORS",tamilaga vettri kazhagam,10.07462686567164
308,Pillaiyankattalai  Office  East  Portion Sudalai  Madan Kovil Street  Tirunelveli  Town.,Pillaiyankattalai  Office  East  Portion Sudalai  Madan Kovil Street  Tirunelveli  Town.,"1.Ward 25 Sengol  Lane  Street
2.Ward 25 Sundara Tholar  Street
3.Ward 25 Appar  Street
4.Ward 25 Veerakonam Perun Street
5.Ward 25 Sankarojithar  Street  (Jeeva Sreet)
6.Ward 25 West  Car  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,10.67761806981519
309,Thiruvaduthurai  Athinam Esanamadam   West  Car  Street Tirunelveli  Town,Thiruvaduthurai  Athinam Esanamadam   West  Car  Street Tirunelveli  Town,1.Ward 27 Siva Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,12.26890756302521
310,Tirunelveli  Town.,"C.M. Primary School,  Main Building,  South Portion,  V.O.C. Street","1.Ward 27 V.O.C.  Street
2.Ward 28 Vaiyapuri  Nagar 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,6.976744186046512
311,Tirunelveli  Town.,"C.M. Primary School,  Main Building,  North Portion,  V.O.C. Street","1.Ward 27 V.O.C.  Street
2.Ward 28 Vaiyapuri  Nagar 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,0.2688172043010753
312,Tirunelveli  Town.,"Hindu Primary School,  West  Portion Building,  V.O.C Street",1.Ward 27   V.O.C Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,6.444906444906445
313,Tirunelveli  Town.,"S.T.C.  Branch Apparklaphdon Middle  School,  Main Building,  South Portion,  East  Car  Street","1.Ward 28 Kavalpirai  Street
2.Ward 28 Kattalai  Panna Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,19.80582524271845
314,Inside  North Building East  Side  Tirunelveli  Town.,S.T.C.  Branch Apparklaphdon Middle  School,1.Ward 28 Kattalai  Karuvelangundru Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,12.27544910179641
315,Tirunelveli  Town.,"S.T.C.  Branch Apparklaphdon Middle  School,  Main Building,  North Portion,  East  Car  Street","1.Ward 25 East  Car  Street
2.Ward 28 Poothathar  Sannathi  Street 999.  OVERSEAS ELECTORS",tamilaga vettri kazhagam,11.14369501466276
316,Tirunelveli  Town.,"S.T.C.  Branch Apparklaphdon Middle  School,  Main Building,  East  Portion,  East  Car  Street",1.Ward 28 Amman Sannathi  Street 999.OVERSEAS ELECTORS,all india anna dravida munnetra kazhagam,0.0
317,Tirunelveli  Town.,"Bharathiyar  Corporation High School,  North Building, Bharathiyar  Street",1.Ward 28 Sundarar  Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,14.16184971098266
318,Barathiyar  Corporation Primary School   I -  V English Medium (Campus)  Children's Mini  Center.No33628190427 Tirunelveli  Town.,Barathiyar  Corporation Primary School   I -  V English Medium (Campus)  Children's Mini  Center.No33628190427 Tirunelveli  Town.,1.Ward 28 Manipuram 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,4.918032786885246
319,Tirunelveli  Town.,"Bharathiyar  Corporation High School,  South Building, Bharathiyar  Street",1.Ward 28 Bharathiyar  Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,9.829867674858225
321,Western side  first building southern face  first  room,Bharathiar  Corporation High School,1.Ward 28 Bharathiyar  Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,8.928571428571429
322,Tirunelveli  Town.,"Bharathiar  Corporation High School,  North Building   West Side  South Face   Bharathiyar  Street",Ward 28 Bharathiyar  Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,3.303303303303303
323,Tirunelveli  Town.,"Thaiyammaiammal  Middle  School,  East  Portion,  Northern Building,  Valampuriamman Kovil  Street","1.Ward 25 Sathyamoorthi  Street
2.Ward 25 Sandikeswara Street
3.Ward 25 Theppakulam East  Street
4.Ward 25 North Car  Street
5.Ward 25 Nainarkulam Road
6.Ward 25 Town Clup Lane. 999.OVERSEAS ELECTORS",dravida munnetra kazhagam,5.291970802919708
324,Tirunelveli  Town.,"Thaiyammai  Ammal  Middle  School,  Western Portion,  North Building,  Valampuriamman Kovil  Street","1.Ward 25 Valampuriamman Kovil  Street
2.Ward 28 Manikavasagar  Street
3.Ward 25 Swamy Sannathi  Street
4.Ward28 Sastha Kovil  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,9.207161125319692
325,Tirunelveli  Town.,"Thaiyammai  Ammal  Middle  School,  Western Portion,  South Building,  Valampuriamman Kovil  Street",1.Ward 28 Kallathi  Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,3.669724770642202
326,Tirunelvelli  Town.,"S.T.C.  Puttarathi  Primary School,  West  Building, Puttarathiamman Kovil  Street","1.Ward 15 Dharmaraja Kovil  Street
2.Ward 15 Dharmaraja Kovil  East  Street
3.Ward 15 Puttarathiamman Kovil  Mudukku Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,29.8989898989899
328,Tirunelveli  Town.,"S.T.C.  Puttarathi  Primary School,  East  Building,  North Portion,  Puttarathiamman Kovil  Street","1.Ward 15 Puttarathiamman Kovil  Street
2.Ward 15 Puttarathiamman Kovil  Street  2. 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,15.43624161073826
329,"Adaikkalamatha Matriculation School  West  Side  Kandiaperi
-II Village  Tirunelveli  Town Saliar  Street","Adaikkalamatha Matriculation School  West  Side  Kandiaperi
-II Village  Tirunelveli  Town Saliar  Street","1.Ward 25 Parvatha Singaraja Street
2.Ward 16 Karuvelan Gundru West  Street
3.Ward 16 Baskaran Street
4.Ward 16 Gandhimathi  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,28.39506172839506
330,Adaikkalamatha Matriculation School  Middle  Kandiaperi  -II Village  Tirunelveli  Town Saliar  Street,Adaikkalamatha Matriculation School  Middle  Kandiaperi  -II Village  Tirunelveli  Town Saliar  Street,1.Ward 16 Karuvelan Gundru Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,16.56920077972709
331,Adaikkalamatha Matriculation School  X Std Class Room Kandiaperi  -II Village  Tirunelveli  Town Saliar  Street,Adaikkalamatha Matriculation School  X Std Class Room Kandiaperi  -II Village  Tirunelveli  Town Saliar  Street,1.Ward 16 Mohamed Mushthafa Street 999.OVERSEAS ELECTORS,dravida munnetra kazhagam,2.314814814814815
332,Adaikkalamatha Matriculation School  New Building Kandiaperi  -II Village  Tirunelveli  Town Saliar  Street,Adaikkalamatha Matriculation School  New Building Kandiaperi  -II Village  Tirunelveli  Town Saliar  Street,1.Ward 15 Nethaji  Road. 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,13.08900523560209
333,Intergrated Child Development  Centre  Karuvelangundru Street  Tirunelveli  Town,Intergrated Child Development  Centre  Karuvelangundru Street  Tirunelveli  Town,1.Ward 16 Kamatchiamman Kovil  Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,14.1396933560477
334,"V K Nursery and Primary School  Southern Side  Building
78/1 Akkasalai  Vinayagar  Kovil  Street  Tirunelveli  Town","V K Nursery and Primary School  Southern Side  Building
78/1 Akkasalai  Vinayagar  Kovil  Street  Tirunelveli  Town","1.Ward 16 Akkasalai  Vinayagar  Kovil  Street
999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,12.76041666666667
335,Adaikkalamatha Matriculation School  East  Side  Kandiaperi  - II Village  Tirunelveli  Town Saliar  Street,Adaikkalamatha Matriculation School  East  Side  Kandiaperi  - II Village  Tirunelveli  Town Saliar  Street,1.Ward 16 North Anavaratha Vinayagar  Kovil  Street 999.OVERSEAS ELECTORS,tamilaga vettri kazhagam,22.92089249492901
336,Tirunelveli  Town.,"Corporation Union Primary School,  Thiruvalluvar  Street, Dharmaraja Ward II,  Main New Building","1.Ward 15 Nethaji  Street
2.Ward 16 Kamaraj  Street
3.Ward 16 Veerasaiva Anaivaratha Vinayagar  Kovil  Street
4.Ward 16 Nallamuthamman Kovil  West  Street 999.OVERSEAS ELECTORS",tamilaga vettri kazhagam,13.56673960612692
