Polling_Station_No,location_clean,total of valid votes,Total_Independent_Votes,Winner_Party,Margin_Of_Victory,Independent_Vote_Share_%,Is_Spoiler_Risk
54,Vilankudi,768,1,tamilaga vettri kazhagam,17,0.1302083333333333,No
143,East side 2nd Room,778,1,dravida munnetra kazhagam,34,0.1285347043701799,No
49,Vilankudi-625018,805,1,tamilaga vettri kazhagam,42,0.124223602484472,No
31,"Kovilpapakudi Panchayath Eastern side
corner building 2nd classroom (East to west/North facing)",821,1,tamilaga vettri kazhagam,164,0.1218026796589525,No
28,"Sikkandar Chavadi-
625018",867,1,tamilaga vettri kazhagam,76,0.1153402537485582,No
37,Vilangudi Koodalnagar-625018,505,0,dravida munnetra kazhagam,44,0.0,No
213,Madurai- 625003,674,0,dravida munnetra kazhagam,41,0.0,No
277,Jaihindpuram Main Road Madurai,519,0,tamilaga vettri kazhagam,69,0.0,No
18,Oormechikulam Paravai II bit -625402,642,0,dravida munnetra kazhagam,14,0.0,No
268,Jaihindpuram-625011,530,0,tamilaga vettri kazhagam,105,0.0,No
3,Paravai-  625402,906,0,dravida munnetra kazhagam,82,0.0,No
168,Ponmeni - 625010,546,0,tamilaga vettri kazhagam,29,0.0,No
64,Pethaniyapuram-625016,652,0,tamilaga vettri kazhagam,84,0.0,No
193,Palanganatham Main Road-625003,553,0,tamilaga vettri kazhagam,103,0.0,No
47,Vilankudi-625018,641,0,tamilaga vettri kazhagam,42,0.0,No
152,K.N.P.M.Madurai Pillamar Sangam Hr.Sec.Samatipuram South Side Building fromEast to West (1st Classroom) - North Facing,665,0,tamilaga vettri kazhagam,15,0.0,No
226,Pykara-625004,457,0,tamilaga vettri kazhagam,3,0.0,No
147,West Side Eastern Portion P P Chavadi Sammattipuram-625010,483,0,tamilaga vettri kazhagam,47,0.0,No
81,Western Side Class- XII-B Room,588,0,tamilaga vettri kazhagam,62,0.0,No
82,Bastin Nagar-625016,419,0,tamilaga vettri kazhagam,22,0.0,No
84,Madurai-10,391,0,dravida munnetra kazhagam,44,0.0,No
96,Thuvariman-625010.,574,0,dravida munnetra kazhagam,26,0.0,No
101,Kodimangalam-625010,695,0,dravida munnetra kazhagam,34,0.0,No
103,Kodimangalam-625010,476,0,dravida munnetra kazhagam,125,0.0,No
261,Madurai- 625011,447,0,tamilaga vettri kazhagam,81,0.0,No
107,atchampathu.,852,0,dravida munnetra kazhagam,153,0.0,No
188,Madurai 625003,692,0,tamilaga vettri kazhagam,9,0.0,No
