serial no. of polling station,location_clean,building_clean,polling areas,Winner_Party,Margin_Percentage
215,Madurai- 625003,"Ruby Higher Seconday School , West Side Building 4th Room, North  Facing , Palanganatham","1.Madurai (C) Thiruvalluvar Nagar 1st Cross Street Ward 72
2.Madurai (C) Thiruvalluvar Nagar 2nd Cross Street Ward 72
3.Madurai (C) Thiruvalluvar Nagar 3rd Cross Street Ward 72
4.Madurai (C) Bharathithasan Street Ward 72
5.Madurai (C) Thiruvalluvar Nagar 2nd Main Veethi Ward 72
6.Madurai (C) Thiruvalluvar Nagar 4th Cross Street Ward 72
7.Madurai (C) Thiruvalluvar Nagar 5th Cross Street Ward 72",tamilaga vettri kazhagam,5.714285714285714
217,Madurai- 625003,"Ruby Higher Seconday School , South Side Building, 2nd  Room
, North  Facing , Palanganatham","1.Madurai (C) Old Murugan Theatre Street Ward 72
2.Madurai (C) Erulappa Samy Kovil Street Ward 71 ,
3.Madurai (C) Kasthuri Urani Street Ward 71 ,
4.Madurai (C) Erulappasamy Kovil Street Kinatru Veethi Ward 71",dravida munnetra kazhagam,8.417997097242381
218,Madurai- 625003,"Ruby Higher Seconday School , South Side Building, 1st  Room , North  Facing , Palanganatham","1.Madurai (C) Tamil Aarasi Touring Theatre Street Ward 72
2.Madurai (C) Erulappa Samy Kovil Colony Street Ward 71
3.Madurai (C) Old Murugan Talkies 2nd Street Ward 72
4.Madurai (C) Bharathithasan Street Ward 72
5.Madurai (C) Meenakshi Street Ward 72
6.Madurai (C) Salvasan Anme Palli Street Ward 72",dravida munnetra kazhagam,6.711409395973154
223,Pykara-625004,"Corporation Middle School   ,New Building  South Side -5th Std","1 - Madurai (C), E. B. Main Road Ward 72 (from door no. 1 to door no. 99)",dravida munnetra kazhagam,2.247191011235955
224,Pykara-625004,"Corporation Middle School   ,ICDS Room","1.Madurai (C) Rotary Village Ward 72 ,
2.Madurai (C) Nagendirapuram Ward 72 ,
3.Madurai (C) Vivekanandhar Street Ward 72",dravida munnetra kazhagam,4.796511627906977
228,Pykara-625004,"Corporation Middle School, New Building  South Side -3rd & 4th
Std","1.Madurai (c) 7th New Mettu Street Muthuramalingapuram Ward 72 ,",dravida munnetra kazhagam,7.993966817496228
229,Pudhukulam II Bit -625004,"Kallar High School   ,Western Side New Building 10th  Std
Room","1.Madurai (C) Muthuramalingapuram 1st Street Ward 72 ,
2.Madurai (C) Muthuramalingapuram 2nd Street Ward 72",tamilaga vettri kazhagam,6.970128022759601
230,"Room
Pudhukulam II Bit -625004","Kallar High School   ,Westernside New Building 6th Std",1.Madurai (C) Muthuramalingapuram Main Veethi Ward 72,dravida munnetra kazhagam,9.208819714656292
231,Pykara-625004,"Corporation Middle School   ,South Portio 1st Std,  Pasumalai Main Road","1.Madurai (C) Muthuramalingapuram 3rd Street Ward 72 ,
2.Madurai (C) Muthuramalingapuram 4th Street Ward 72  ,
3.Madurai (C) Muthuramalingapuram 5th Street Ward 72 ,
4.Madurai (C) Mettu 1st Street Ward 72 ,
5.Madurai (C) Muthuramalingapuram 6th Street Ward 72",dravida munnetra kazhagam,3.317535545023697
232,Pykara-625004,"Corporation Middle School   ,South Portio 2nd  Std,  Pasumalai Main Road","1.Madurai (C) Mettu 2nd Street Ward 72 ,
2.Madurai (C) Muthuramalingapuram 7th Street Ward 72 ,
3.Madurai (C) Electricity Board  Quarters Ward 72",dravida munnetra kazhagam,8.005822416302767
238,"Pudhukulam
II Bit -625004","Kallar High School   , South Facing, 1st  Std Room","1.Madurai (C) TPK Main Road Ward 72 ,",dravida munnetra kazhagam,0.0
246,Muthupatti Main  Road-625003,"Y.M.C.A Nursery School, East Side Building, South Facing","1.Madurai (C) Veeramudiyan 4th Street Ward 73
2.Madurai (C) Veeramudaiyan 2nd Street Ward 73
3.Madurai (C) Veermudiyan 2nd Street Ward 73 ,",tamilaga vettri kazhagam,10.13824884792627
247,Muthupatti - 625003,"Champak Nursery School, West Side Building, West facing, RMS Colony 2nd street","1.Madurai (C) Ayyanarpuram 1st Cross Street Ward 73 ,
2.Madurai (C) Ayyanarpuram 2nd Cross Street Ward 73 ,
3.Madurai (C) R.M Colony Ward 73 ,",tamilaga vettri kazhagam,8.238636363636363
249,T.V.S.Nagar-625003,"T.V.S.Hr.Sec.School,South Block, North Facing -   Smart Class -
2","1.Madurai (C), Meenambeekai  Nagar 1st Street Ward 78 (from door no. 1 to door no. 114/a6)",tamilaga vettri kazhagam,7.344632768361582
251,T.V.S.Nagar-625003,"T.V.S.Hr.Sec.School,South Block, North Facing - UKG-2","1.Madurai (C) Meenambigai Nagar 3rd Street Ward 78 ,
2.Madurai (C) Meenambigai Nagar 5th Cross Street Ward 78",tamilaga vettri kazhagam,0.7299270072992701
252,T.V.S.Nagar-625003,"T.V.S.Hr.Sec.School,North Block, SouthFacing - (G-14)","1.Madurai (C) Meenambigai Nagar 5th Street Ward 78 ,
2.Madurai (C) Ramana Sri Garden Ward 78 ,",tamilaga vettri kazhagam,6.36094674556213
255,T.V.S Nagar-625003,"T.V.S.Hr.Sec.School,North Block, SouthFacing - (G-10)","1.Madurai (C) Indra Nagar Pallivasa Backside Ward 78  ,
2.Madurai (C) Angayarkanni 4th Street Ward 78  ,
3.Madurai (C) P M Devar Nagar Jeeva Nagar 2nd Street Ward 78,
4.Madurai (C) Angayarkanni Street (Jeeva Nagar 2nd Street) Ward 78",tamilaga vettri kazhagam,7.596513075965131
256,"T.V.S
Nagar-625003","T.V.S.Hr.Sec.School,North Block, SouthFacing -  (G-4)","1 - Madurai (C), Jeeva Nagar 2nd Street-1 Ward 78 (door no, 1 to 110)",tamilaga vettri kazhagam,2.753623188405797
258,East Side North Block Class Room No.14 Jaihindpuram,T V S High School,"1.Madurai (C) Jeeva Nagar 2nd Street-2 Ward 78 (Door No. 167-4 to 2287)
2 - Madurai (C), Jeeva Nagar 2nd Street-1 Ward 78 (door no. 111 to last )",tamilaga vettri kazhagam,7.712765957446808
264,Jaihindpuram-625011,"Sri Murugan Middle School  , West Facing, Room.No.3,Jeeva
Nagar 1st street","1.Madurai (C) Prema School Street Ward 79 ,",tamilaga vettri kazhagam,1.423487544483986
273,"Class Room-7c
Jaihindpuram-625011",K.A.C.A Arunachallam Hr.Sec.School,"1.Madurai (C) Periyar Street Ramaiah 1st Cross Street Ward 79 ,
2.Madurai (C) Thilakar Street Ward 79",tamilaga vettri kazhagam,5.723905723905724
282,"West Side New Building 1st Room
Bharathiyar Road-625011",Grace Matriculation School,"1.Madurai (C) Nethaji Cross Street-2 Ward 80 ,
2.Madurai (C) Gandhiji Street Ward 80",tamilaga vettri kazhagam,10.26694045174538
288,Jaihindupuram-625011,"Grace Matriculation Higher Seconday School , Ist Std 'A' Section,
East Face",1.Madurai (C) Jaihindpuram Main Veethi Ward 80,tamilaga vettri kazhagam,4.624277456647398
289,Jaihindpuram,"Grace Matriculation Higher Seconday School , East Block, South
Facing, Room.No.5","1.Madurai (C) Bharathiyar Street Ward 81 ,
2.Madurai (C) N.S.Konar Street Ward 81",tamilaga vettri kazhagam,9.545454545454549
299,Subramaniyapuram - 625011,"Yadhava Matric Higher School , North Side Block, South Facing
(Room No. 6)","1.Madurai (C) Mahalakshmi Kovil 1st Street Ward 83 ,
2.Madurai (C) Mahalakshmi Kovil 2nd Street Ward 83",tamilaga vettri kazhagam,6.064516129032258
300,Jaihindpuram-625011,"Grace Matriculation Hr.Sec.School, south Block, North Facing, Room.No.15","1.Madurai (C) Mahalakshmi Kovil 3rd Street Ward 83
2.Madurai (C) Mahalakshmi Kovil 4th Street Ward 83 ,",tamilaga vettri kazhagam,6.678082191780822
302,Jaihindpuram-625011,"Grace Matriculation Hr.Sec.School, south Block, North Facing,
Room.No.14","1.Madurai (C) Mahalakshmi Kovil 5th Street Ward 83 ,
2.Madurai (C) Ramamoorthy Nagar 1st Street Ward 83",dravida munnetra kazhagam,5.221518987341772
304,Subramaniyapuram.-625011,"Radasamy  Ele.School , North Block, South Facing- Room.No.1","1.Madurai (C) M.K Puram Main Veethi Ward 83 ,
2.Madurai (C) M.K Puram Main Veethi Muthudevar Veethi Ward 83",tamilaga vettri kazhagam,6.271777003484321
306,"Jaihindpuram Main Road
Madurai","Sethu Rajan Padma Matriculation Higher Sec School , East Block, West Facing , LKG Room",1.Madurai (C) Jaihindpuram 1st Street Ward 81,tamilaga vettri kazhagam,3.151260504201681
308,Jaihindpuram,"Corporation Middle School, South Side Building, West Facing-
Room.No.1","1.Madurai (C), Thiyaki Sankaralinganar Street Ward 80 (from door no. 1 to door no. 49-8)",tamilaga vettri kazhagam,8.3710407239819
310,Jaihindpuram Main Road Madurai,"Sethu Rajan Padma Matriculation Higher Sec School , South Block, North Facing , 4th  Std","1.Madurai (C) Jaihindpuram 1st Street Ward 81 ,
2.Madurai (C) Jaihindpuram Main Road Ward 81 ,
3.Madurai (C) Visalabagam 1st Street Ward 82 ,
4.Madurai (C) Vanjinathan Padipaga Veethi Ward 82",tamilaga vettri kazhagam,6.331168831168831
311,Solaialagupuram 1st street- 625011,"ICDS Building No. 215, East facing building, Room No. 2",1.Madurai (C) M K Puram Main Road Ward 83,tamilaga vettri kazhagam,8.405797101449275
315,Solaialagupuram 1st street,"Sagayamatha Middle School, Eastern side, (near H.M Room)","1.Madurai (C) Thirupathy Nagar Solai Alagupuram 1st Street Ward 83
2.Madurai (C) Solai Alagupuram 1st Street Sathunavu kooda Lane Ward 83 ,",tamilaga vettri kazhagam,6.347150259067358
318,,"Radasamy Primary School ,North Block, South Facing,
Room.No.4, Subramaniyapuram","1.Madurai (C) Thiruppathi Nagar Solaialagupuram 1st Street  Ward 83,
2.Madurai (C) Solaialagupuram Main Road Ward 82",tamilaga vettri kazhagam,2.534854245880862
323,"Jaihindupuram-
625011","Neethirajan Bharathi Ele. School   ,U.K.G. Room",1.Madurai (C) Bharathiyar Cross Street Ward 82,tamilaga vettri kazhagam,10.61806656101426
325,Madurai,"Noon Meals Centre   ,Nethaji Road","1.Madurai (C) Bharathiyar Road Last N.S.K. Nagar 1st Street Ward 81,
2.Madurai (C) Bharathiyar Road Last N.S.K. Nagar 2nd Street Ward 81,
3.Madurai (C) Bharathiyar Road Last N.S.K Nagar 3rd Street Ward 81,
4.Madurai (C) Bharathiyar Road Last N.S.K. Nagar 4th Street Ward 81,
5.Madurai (C) Vivekanandhar Street Ward 81",tamilaga vettri kazhagam,9.37062937062937
